Nama Pengguna,Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan
Kholipah Ratnasari,1,daftarnya ribet udah bayar langganan udh download tp buffering trus gak ada yg bisa di play gmna sih,2025-09-21 16:48:26,,0,e24cbe4e-20ae-441f-9fc3-41cf50f16341
Baby Panda,2,ini aneh kenapa selalu loading cara mengatasinya itu bagaimana ya??? trims,2025-09-21 15:39:19,,0,666b8465-c6a5-4a1d-8635-93b71949ce1e
Handri Super,1,"aplikasi saya gak bisa buka gua udah bayar, asemmm kau ya, nanti kalau udah bisa buka saya perbaiki ratingnya, kalau gak bisa buka saya tetap kasih bintang 1, awas hati² apk penipuan.",2025-09-21 15:21:08,,3,39f21f9b-8fc4-4163-8e0a-7fc24509861b
Rien Nie.,4,Apakah saat ini Netflix ada masalah...?,2025-09-21 14:03:58,,0,07e0f443-0937-4e65-9896-eda1802b90b2
anak haram,1,gw mending nonton steel ball run di website bajakan daripada di Netflix,2025-09-21 12:15:14,,0,7c5a2eca-0f9a-42c8-9ddd-4aaece106bc2
Sri Yana,5,film nya bagus banget,2025-09-21 11:35:33,,0,f45dca43-edd3-495b-b83f-0ae4a6c083f8
Dedy prasetyo,1,"daftar paket premium 1 bulan, eh taunya bisa nonton cuma 10 hari doang. mana bayarnya 65rb, padahal tagihan di tanggal 21 oktober lah ini malah akun di tangguhkan.",2025-09-21 06:10:38,,0,e1417c3e-61c3-4f21-b038-ab1448d79382
Ancha Chaidir,5,mantapppp,2025-09-21 05:20:44,,0,b12c515a-c7d5-4c67-ac98-32c1833c40e9
Ilah ilah. nurlailah,5,BAGUSS BGT gatau poko nya bintang 5,2025-09-21 02:09:38,,0,21fa4f9e-5942-4011-8c89-c19ee3897cd6
Ghina Azhar,3,kenapa setelah di update beberapa subtitle di film/ drama yang di download tidak muncul ya? biasanya tidak pernah terjadi subtitle hilang-hilangan. saya jadi bingung harus download ulang atau re-install aplikasi. tolong bantuannya di perbaiki.,2025-09-21 00:42:05,,7,7e2ac463-d9c1-4e22-b849-558d9e0a6d43
Vega Grace,2,"mohon pihak netflix untuk membaca ulasan kami para costumer, disini saya juga ingin menyampaikan bahwa sudah hampir sekitar 1 bulan belakangan ini pada saat ingin nonton tidak bisa di putar, sekali bisa diputar gambarnya malah pecah seperti nonton dengan resolusi jaman bahula 360. padahal jaringan di rumah saya tidak ada masalah krna di apk lain saya nonton jernih dan lancar. tolong pihak netflix memperhatikan kepuasan para costumernya.",2025-09-20 14:59:38,,0,fd12a241-aeb3-4986-a36c-5600a6ef35da
Tuan Muda,1,"aplikasi paling parah ini padahal koneksi aman, muter-muter doang pas di play, nyesel premium, pantesan rating anjlok",2025-09-20 14:22:18,,0,4fbf1c35-3bbb-48e8-a2b4-7ff511962ae7
Agus Salim,1,susah sekali untuk masuk,2025-09-20 13:56:52,,0,8ee82deb-fc3e-42ba-a24c-37dfef78d9a3
Aisya Hanindya,5,bagus,2025-09-20 10:37:11,,1,cdb7ee43-f0de-4aee-9022-1adc7046f580
StarGaming,1,apk kaga jelas,2025-09-20 10:28:17,,0,2c9a0253-c3a6-431f-8b54-00b3234a0e32
Miftahul Jannah Mamonto,4,"Hallo Netflix, sya akan ksh 5 bintang setelah bug slesai. saya menunggu lama sampai film bsa di putar tapi tidak terputar. ini tdk pernah terjadi sebelumnya",2025-09-20 08:28:59,,0,c116df0c-b3d4-4253-8b21-3ae1f1b9a08b
Febryanti Sianipar,1,gajelasssss ga bisa dibuka😬,2025-09-20 05:30:44,,0,ee5c6bb8-0f0f-4325-b38b-ae3175a9da0a
Adit Prasetyo,2,"bang ini kenapa tiba""akunya keluar padahal batas waktunya belum abis bulanannya kecewa banget ga bisa masuk akun nya padahal belum waktunya abis gimana ini tolong perbaiki",2025-09-20 05:07:26,,5,adcdddf0-82f0-459e-a112-ea1ffb43a127
Azhimi Surya,1,ini kenapa selalu memuat setiap film nya di putar padahal kouta banyak heran deh,2025-09-20 04:51:01,,0,9d8e684f-e77b-4980-82f3-785d6167c3ee
Rafael Miru,1,saat menonton selalu terganggu dengan wifi padahal wifi jaringannya bagus,2025-09-20 02:16:53,,0,0cf23843-b50b-465d-a412-513e3332bc34
Agusnia Rachmi,2,"gaa bisa masuk akun, udah ngulang ngulang tetap ga bisa",2025-09-20 01:33:27,,0,3641ec63-1e39-4aa4-b5c5-3f40a720ff8b
Gabriel Arifi,1,bosok,2025-09-19 15:21:25,,0,eff82863-1153-4678-aad5-801be8b3083d
Zihan Wari Nurul Fadilah (jiaa),1,apa-apaan ini sih! pas mau buat akun nya susah banget dari tadi! tolong ya kalo bisa di permukaan pas masuk apk nya! ya kalo gini gimana mau kasih Reting gede kalo masuk apknya susah banget kaya gini! INGETTT!! PERBAIKII! WOYYY😡🤬,2025-09-19 15:13:03,,0,8e796877-0711-46f5-86ad-871cb55c99c0
454 Fabian,1,gajelas terjadi kesalahan saat mutar video mulu mending HBO Max,2025-09-19 15:03:59,,0,7f54d8ce-ece5-434e-93d9-b1e22f23be75
DIEP A,1,main ngundur undurin jadwal rilis dadakan lu kira kita kita ini bisa beli paket Netflix lagi apa dipikir lah t0l t0l kita beli tanggal brp mau nntn film apa malah tiba tiba diundur k0cak kocak fakyu,2025-09-19 13:27:38,,0,412a7ff0-ca6c-484d-b629-7c67f58cfd84
Andri Firmansyah,1,jaringannya bagus buat buka yang Laen pas buka pengen nonton ga bisa bisa muter doang,2025-09-19 11:42:51,,1,6dabf0b0-c168-4c76-a0ca-7e1765a31f7f
Octavia 26,1,"mau daftar akun aja susah, kalau ada masalah di apknya tolong dikasih tau lah, bikin kesel aja",2025-09-19 11:27:22,,0,22224255-9ea9-46af-bf5d-85d97d725897
uceN ji,2,ini kenapa si kalo jeda nonton. trus mau D lanjutin memuat mulu anj.. keluar masuk aplikasi jadi sama aja,2025-09-19 10:34:47,,0,feaf3962-d456-40d7-88e7-d32d8332d398
XNAS Abdul Rahim Huntoyungo,1,aplikasi tidak berguna.,2025-09-19 10:27:41,,0,45e7f166-e7fe-42c0-9255-28720feb0898
Sherina Jltn,3,aplikasi berbayar tp film tidak lengkap,2025-09-19 09:46:06,,0,1e2b30ac-e21b-4746-938a-52d6ffa6a08c
Ardin Buduha,1,baru kali in ad aplikasi yg minta kata sandi email,2025-09-19 09:34:09,,0,be8fed3b-066b-4102-a5be-b8a2a2b77b3e
Amel Imel,5,Sang at membantu,2025-09-19 08:12:14,,0,418cead7-3a76-4d3e-a749-06b2587fc79a
Awing Suwardi,5,ok,2025-09-19 05:27:01,,0,30990ec7-9e6d-4538-af7d-fff3f3b859d4
Yanuar Setiawan,1,Daftarnya Ribettttt,2025-09-19 05:16:44,,0,c7db33ec-e585-46ac-a5f4-0c31eb6ab149
Dony Kurniawan R,1,saldo kluar 186.000 padahal instal aja nggak apalah,2025-09-19 05:08:32,,0,5eda56ce-828a-413a-bace-f8e935325c92
Vishaka Orlenta,1,"SIGN IN ATAU BIKIN AKUN AJA GK BISA YA ALLAH, NAUZUBILLAH AJA NIH APK, SOMETHING WENT WRONG TERUS BABI, BIKIN APK AJA KAGAK GUNA",2025-09-19 03:52:40,,0,c5b26f5a-740f-4389-9b02-ca82f803f4e4
Rizky Haryansyah,1,terlalu banyak masalah,2025-09-19 03:49:16,,0,626223a7-a66a-4084-a8cc-7b509b8a57eb
Doa Restu,1,maaf ini bikin akun ajah ko bayarr,2025-09-19 03:14:19,,0,c2f094a7-ab22-4251-8aba-2a2cab5f9604
Aliph Man,1,"aplikasi apaan ini,masuk di indo tp gak bisa pake kartu indo,mana gak update sama kyak netflix luar",2025-09-19 01:22:59,,0,b7732bf7-129b-4238-952e-acffec1d1561
zasa emeralda,3,ga jelas banget. udah 7 bln ga langganan netflix tiba2 ad transaksi langganan otomatis pdhl semua udh di nonaktifkan. mana paketnya beda lagi lebih mahal yg tadinya ga pernah langanan paket itu. terpaksa donlot lagi dan hapus langanan. nyusahin,2025-09-19 01:04:02,,0,90ede0e2-bf91-4caf-819b-3f2a7cf2e918
Yosi Nanda,1,apk burikkk gbs login nyett,2025-09-18 19:39:23,,0,bc346a27-8c0c-4ee7-8b3e-260d5e69f9cc
Zahra Kisaran,1,se enak hati ngambil dana orang,2025-09-18 17:28:36,,0,88671cef-db93-4114-ac57-b18eec5a63d5
fuat fadillah,1,loading2 terus ajg,2025-09-18 17:20:04,,0,2596d199-f60e-46d5-9db1-02e05a040449
Pakar Tugas,1,karyawan Netflix gak ada yang becus apa gimana. login dipersulit seperti ini apa mau mematikan bisnis sendiri? tiru batasan jumlah device dan sistem login OTP Disney kalau mau winwin. heran. digaji mahal malah bodoh ini orang2 Netflix. najis hasil kerja kalian ini,2025-09-18 16:44:35,,1,4945aad9-3367-4763-a68f-924b55cf636a
Difa,1,"jelek kali koneksi kalau nonton dengan wifinya sekarang, padahal nonton yt dengan wifi aman aja di 1080p",2025-09-18 15:35:38,,0,4a36d35c-6861-4902-81af-ca40a2a1163b
Rahmat Mat,5,baguss,2025-09-18 15:10:33,,0,2e6247c5-23f8-4412-b4fe-1d35a4548502
Majalah stannia,5,Simple dan kerem,2025-09-18 15:04:32,,0,79e287a8-a374-4520-bd4e-5b2c2ddd0af5
mahfuzh Racing,5,hari ini aku ultah waktu,2025-09-18 14:00:15,,0,66461447-2819-4dc9-a7b2-e40d7022d48c
Soesiati Tiyar,5,Mantap,2025-09-18 13:29:37,,0,fd9507aa-3b68-463c-a8c7-aad7a8bcffd4
ZIA ULHAQ,5,ok,2025-09-18 12:58:03,,0,f77f1985-de94-45aa-8873-b174b8f29e01
Ristian Cahyani,1,"daftarnya ribet, suka error mulu, suruh bayar padahal cuma gitu doang 🙄🙄",2025-09-18 12:26:26,,0,5c52bd14-4ceb-49ac-b084-40b95354556b
Syafdio Afdal,1,"APLIKASI APAAN INI , MASAK YA FILM NYA BELUM PADA UPDATE2 , DULUAN LAYARKACA UPDATE DSRI PADA NETFLIX -_- BAD APL",2025-09-18 12:24:29,,0,587792f4-5536-40c9-ab70-56d354ee6b56
Ayu Sukma Candra Dinata,5,RIBETTT!!!!,2025-09-18 07:47:11,,0,3451cfab-f9c3-4c37-b1b2-6c7fa85a9a07
Rekyy Subagia,1,"terjadi masalah saat memutar video.coba lagi. (5.10) semua film kayak gitu, apaan anj?",2025-09-18 06:21:17,,0,960518bd-6203-45a5-a3ad-98e3223fb6ed
Ronik Ronik,1,"mentang-mentang udah banyak user yang langganan, advice users nya ga di dengerin. buat CS yang lihat ini, sampaiin ke atasan, jangan gitu. jangan lalai. dulu sebelum besar juga banyak user yang bantuin lo jalan, bantuin lo naik. ibarat gini, kalian udah bisa lari sendiri, malah lupa sama yang ngajarin jalan kaki.",2025-09-17 18:22:42,,0,32300315-fafe-4180-b5d0-402394a68989
Kasriati Ariefin,1,"Masa Ia Sy sudah Pernah Daftar di Netflix Pake Email Ku,,Tapi Pas Sy Mau Login malah Katanya tidak Menemukan Akun dengan Email Sy Email Tidak Valid,,padah Sejak dlu Pake Email Itu Masuk Ke Netflix,,di suruh buat Akun Baru,,Trus Gimana Kalo Kita Udah Langganan Trus Keluar,,Mau Login Lagi Tapi Susah ??? Sia² song Duit Kita..,Apa Lg Banyak Ulasan Yg Merasa Dirugikan Dgn Kasus Yg sama Gk Bisa Login Padahal Udah Beli Langganan..,Kan Ini Seperti Aplikasi Penipu",2025-09-17 16:16:16,,2,021d32ca-a0e7-4351-80ad-cef264f6257e
Indra Firmansyah,5,"mohon isi suara Indonesia, soalnya film banyak gada suara Indonesia .🤦",2025-09-17 15:24:28,,0,df46fcf9-1684-4bb9-a514-a4ec701da801
Maria Howay,5,suka,2025-09-17 14:31:16,,0,bd825d95-7bf0-42a2-bab5-78d3d9671e7c
Dimas aditya Prayoga,3,"Netflix mohon video yang udah lama atau pernah tayang di tv hapus,,masukan video2 yang baru² tayang biar makin rame minat nya",2025-09-17 10:08:22,,0,3f602436-dce9-4b8e-ab12-25e8a4fc8a38
Eoa Gold Karawang Jawa Barat,5,bagus tapi aku beluk login,2025-09-17 10:04:13,,0,bb6af6ed-d816-45b5-977b-e360eefc30d8
F izmi Channel,1,"MANGKIN LAMA PENAGIHANYA MAKIN DEKAT TANGGAL NYA DARI TANGGAL 19 KE 8 KE 4 . Kll. DAN SERING KELUAR KELUAR SENDIRI. . LICIK NYA KELEN baru bayar tanggal 23 tanggal 10 di suru bayar lagi kan LICIK X OTAK KELEN, FILIM ITU ITU AJA G ADA YG BARU , DASAR BINATANG",2025-09-17 07:52:23,,0,8af62d56-0494-4dba-ad32-4060455abaf7
Pasutri,5,siapa saja. dapat. melihat nama,2025-09-17 07:44:44,,0,910cbaab-e394-4762-9960-acf2a6cf278a
Nazila chan,5,tapi sayang banget gak bisa log in,2025-09-17 06:35:27,,0,ca74216e-a35f-438e-82f4-849748576232
Kujang Galuh,1,"aplikasi ribet,imeil benar sandi benar tetap salah,kalau buat aplikasi yg bagus jangan Abal Abal atau asal saja,👎👎👎",2025-09-17 05:13:37,,0,23f7104f-fc36-4c53-9e73-18783f4c3870
Muhammad Nabil,1,gk jelas tiba² kgk bisa masuk,2025-09-17 04:42:51,,0,c0b97c08-b96f-4e6b-826e-dd5779cd7bc1
Mas Surono,5,makasih terbaik,2025-09-17 04:34:18,,0,a9bfb5ce-cc16-4949-9584-31c2ceb08428
samsul Bachri,1,mau login pun susah,2025-09-17 02:31:46,,0,52d48ca7-d16d-4cfb-a35c-e18aa0efa9b7
Koko Denata,1,Cara daftar ribettttttt,2025-09-17 02:17:38,,0,99ba0dcf-ffb3-49e7-9939-4b94b882629f
Sultan Azziz,1,bug tidak bisa play streaming di handphone hanya keluar animasi loading padahal jaringan lancar,2025-09-17 01:48:48,,1,768be1db-7800-4106-a6e2-493a28b65644
Hilmy Yusuf Nauval,1,buffer terus padahal pake youtube 8k lancar,2025-09-17 00:42:06,,0,a1b88f77-9b6f-48b1-bd5c-6b5b0bb4a0d7
Ano Pano1195,1,"kepada yang terhormat Netflix, tolong lah Netflix di update Flim"" barunya, dan subtitle juga semua bahasa Indonesia",2025-09-16 21:13:58,,1,fa3c7750-9c38-468f-92b9-b826b41ff8b0
Rimal Reska,3,bagus.. tapi kurang lengkap menurut saya. selain film terbaru kurang lengkap. Mau nonton film Bollywood pun terbatas. tolong di buatinlah film Bollywood lengkap sesuai tahun biar bisa milih sesuai selera.,2025-09-16 16:36:52,,11,9ecd30c6-6089-4220-844e-7edc1a5f00a3
Saupi Nanasopia,1,tlng tingkatkan lagi pdhl sandi google nya benar tapi di suruh buat lagi ee gmn jak mau Netflix nya ee,2025-09-16 15:03:44,,0,58b60278-8e52-4c78-9938-6db87b46f185
Lanang Jinan B Adamson,5,saya sangat suka namun saya ingin jika anda menambahkan movie demon slayer terbaru secepatnya,2025-09-16 14:30:19,,0,4ad87bb3-6ab4-4591-ac7c-490d54ea8fe5
Panggil Royy saja,1,cara daftarnya harus bayar yaa ribet banget dah,2025-09-16 14:10:41,,0,de09250a-2b13-4eb8-a7e1-b2ab001d10a6
Ayam Goreng,1,kikir banget ajg nih game,2025-09-16 13:36:34,,0,fe45af01-6e09-4a9d-be92-6a5707f3797d
Linda Soft,1,PERINGATAN : jangan terjebak download aplikasi ini. Anda akan diminta daftar dan membayar tanpa bisa mengecek film yang ingin anda tonton terlebih dahulu. Bagaimana jika sudah saya bayar biaya langganannya tapi film lama yang ingin saya tonton ternyata tidak ada?,2025-09-16 11:41:43,,0,4a4cc090-3bbd-41bb-9ffb-0b7cee229510
liora,5,aplikasi ini sangat bagus film film nya lengkap dan seru saya kasih bintang 5,2025-09-16 09:46:27,,0,f1ce8c46-f4e4-4b60-9693-c664dc4b49d1
Banyu Saka,5,aplikasi ini sangat bagus,2025-09-16 07:52:09,,0,bd84cdbc-010b-4545-91ad-ffbc93d80dda
athifa diantoro,1,aplikasi ini suruh bayar dan buat akun mau nonton film gratis di teragogo aja lah,2025-09-16 07:10:16,,0,b7bcca5d-b967-47c4-ab7e-71a0927bb25d
ragna crismon,5,good,2025-09-16 06:57:33,,0,db01ea47-2996-4382-b777-4fba01e035c8
Raldi Ramdani,5,download cuman mau nonton jojo sbr hehe,2025-09-16 05:26:05,,0,0d04619d-a9ce-420c-a9b0-5f302fe4c0d2
Deri Riy,1,Tidak bisa memutar video,2025-09-16 01:51:08,,0,40b24272-53ae-40af-970d-b8ac14505417
F K,1,"Rattingnya skrg 3,6... brarti netflix tdk bagus lg, saya jg sdh tdk berlangganan lagi sbb rugi, film yang baru ditambahkan saya kira film² baru, ternyata film² yang sudah basi tidak layak ditonton karna kwalitasnya juga sudah pada buram, pokoknya flm²nya NETFLIX 90% film jadul, rugi berlangganan!!! Apa lg yg versi baru skrg makin RUSUH GAME CELLULAR dimasukkan ke netflix, bikin hp berat!!! Sumpah nyesel memperpanjang langganan! Bulan dpn saya tdk akan berlangganan lg, UNINSTAL lbh baik!!! 😡😡😡",2025-09-16 01:24:06,,93,2086e09d-cb24-4e3d-8291-15782e49a11d
Smj Ysri,3,kenapa sih kl selalu metode pembayaran selalu di ubah kl telat langganan 1 minggu,2025-09-16 01:04:51,,0,d3271f69-8e1f-4d6a-888e-99e352680989
21_28Daniel,1,aplikasi suka menarik tagihan sesuka hati,2025-09-15 19:44:35,,0,4d5a2e3f-481a-4971-a748-7bf3e06ba2f1
Rangga Fadilla,1,ang gilo,2025-09-15 15:37:39,,0,6171bcf6-c586-44b3-930e-eca21d809601
Jessicasihite,1,saya baru download dan sudah bayar tpi gak bisa mutar video nya,2025-09-15 14:42:04,,1,137758d6-08e0-4ba4-b986-f460bb4a20c4
Arfa Putra,1,"apk ini sangat jelek,saya sudah benar memasuki sandi TPI tetep aja gabisa,bikin kesel asli,jelek👎👎",2025-09-15 13:57:14,,0,673d524b-dfff-44d8-851d-b4a9c9c0a25c
metta bedunk,1,ini knpa netflix saya gak bisa kebuka ya,2025-09-15 13:40:53,,0,ddc79226-3cc8-4309-b1ff-c1ac54bd8455
zazkia rahmawati,3,"Netflix bisa ga ,ga berlangganan?🥰gada uang cuy hehee..",2025-09-15 10:58:42,,0,7a8e0c83-7623-4778-906b-f9287cf7e28a
Deddy Djumhana,5,terima kasih,2025-09-15 07:28:58,,0,ca8f1cee-d9bb-4596-8236-197d49e8e110
Melati Ferdarani,1,"saya berlangganan netfix tapi kenapa ga bisa dibuka. tulisannya, ""perangkatmu bukan bagian dari rumah dengan akun netflix untuk akun ini"". coba deh tolong dibenerin lagi ini gimana caranya.",2025-09-15 07:20:01,,6,27605153-f5c0-4dc6-a317-005d9485bb5d
Siti Rohmah,5,saya tidak bisa log out gimana ya caranya,2025-09-15 05:41:59,,0,077feec2-e1f8-45cd-a47a-8a6fffcf6f1a
Rifki Ihsan Maulana,4,tolong paket 1080p di turunkan harganya,2025-09-15 04:48:27,,0,bd3e801d-e48b-4950-ae4c-42892d1dec6c
DARCO GAMING,1,saya sudah bayar 65.000 saldo saya kepotong tapi tdk terdaftar,2025-09-15 03:14:45,,0,9dd32b26-450c-4e0b-b00b-4339cd8e3f99
Tino Jam,1,udah Bayar ga bisa masuk tolol,2025-09-14 19:25:34,,0,36d19e40-5923-4815-a4af-3f7dd4104be0
Zenal Traveler,4,cukup,2025-09-14 16:17:20,,0,0839f87f-40fd-4e20-8e30-dfe0c293e6d7
Uttun Apridan,5,bagus,2025-09-14 15:43:50,,0,ae2280e5-5279-4693-8cbe-0550abce411c
Vikram Sanusi,1,mau masuk saja susah,2025-09-14 14:42:39,,0,cf5e449d-3b2c-4fe6-8088-8883aea729e6
M R,4,"Overall oke lah baik dari kemudahan penggunaan, tampilannya, maupun fitur-fitur menontonnya. Hanya saja untuk variasi filmnya kurang lengkap, cenderung kurang update untuk film-film bagus, dan untuk update mingguannya juga sedikit.",2025-09-14 12:07:18,,11,b5cc0554-0d20-443e-a828-39ba3ee102b7
Asep Kusno,5,sangat membantu,2025-09-14 11:27:19,,0,8e924feb-0b0f-4a6b-a4a9-dd36fd664207
Please Call Me Yesa,3,Kenapa saya tidak bisa menonton Netflix menggunakan WIFi padah sebelumnya saya bisa,2025-09-14 10:13:26,,0,d01c5958-b10b-4539-933d-33c955fc3463
Ahmad Jaelani,1,aplikasi rusak nge bug mulu masa tiap mau nonton suka black screen kalo ga black screen video nya nge stuck tapi suara nya tetep ada,2025-09-14 09:31:48,,0,02fb252d-9880-4722-b14e-b7a4110af030
Syafa Azzahra,5,y bgs klo bisa bnykin anime ny.,2025-09-14 07:40:39,,0,0caa7025-a31f-4d80-8ec2-29e408f57bda
Grand Master,1,"Kekurangan : 1.Sinopsis film terlalu sederhana, tidak menarik. 2. Terlalu sering menampilkan film rating imdb rendah di beranda. Film rating tinggi justru di pendam. 3.opsi langganan hanya 1 bualanan, tidak ada yg sekalian 3 bulan, 6 bulan, 12 bulan, kalau di buat lebih murah dikit lebih bagus lagi 4. Saran, buatkan fitur untuk membuat rating usia sendiri, misal : ketelanjangan = 21+, kekerasan = 21+, bahasa vulgar = 18+, bahasa kasar = 18+ . Dll downloader bermasalah.",2025-09-14 06:36:22,,33,fcf063f2-ef8b-4746-bb9b-5bc1cad78947
Samuel Aritonang,1,gangguan,2025-09-14 05:08:43,,0,b4011b26-5cb4-4db8-9d62-074f36f14919
Edward Jonathan,1,"SAYA TELAH DAFTAR PEMBAYARAN MENGGUNAKAN SHOPEEPAY SALDO SHOPEEPAY SAYA 54.000 SUDAH TERPOTONG TETAPI AKUN TETAP TIDAK BISA DIGUNAKAN TULISAN NYA LANJUTKAN PENDAFTARAN AKUN PIHAK CS NETFLIX SUDAH SAYA HUBUNGI TETAPI JAWABAN NYA TIDAK MENYELESAIKAN MASALAH KATANYA MASALAH OTORISASI DLL,SEDANGKAN PIHAK CS SHOPEE MENGINFOKAN BAHWA SALDO TERSEBUT SUDAH SUKSES BERHASIL TERKIRIM KE PIHAK NETFLIX.NETFLIX MALAH MENYURUH SAYA MEMBATALKAN PEMBAYARAN DI SHOPEEPAY SEDANGKAN PEMBAYARAN ITU SUDAH SUKSES.",2025-09-14 04:36:40,,1,71e94a77-c223-4932-9c6f-4459ab7cfbbd
Sahrul,1,hadeh Langganan mahal mahal gambar video malah SD👎👎👎,2025-09-14 03:56:02,,0,4679879d-2647-47b1-adab-9ace240c75a8
cahaya. puri,5,mantap ka bagus ya,2025-09-14 01:34:11,,3,a183d67e-bd20-456f-9b8c-ca5c2702b159
Syipaling,4,"bagus sih, tapi sekedar saran aja kalo rilis film bioskop ke netflix cepetan ya... soalnya kasihan yang udah terlanjur beli vip malah film yang ditunggu-tunggu belum masuk ke netflix",2025-09-14 01:16:09,,0,261ac681-0e9b-496b-897a-e13d580d95a7
umiyana savitri,5,Aku suka Netflix karena aku menonton yang hangat film,2025-09-14 00:56:16,,0,26170131-e106-4488-8cbe-7e1770316b8b
Megi Sandri,1,aplikasi nggak jelas udah daftar bayar nggak bisa masuk bayar lagi otomatis,2025-09-13 20:36:12,,0,6c96d583-5d8a-408e-a207-89e5b762bac7
Suixa Cha,1,loading teros,2025-09-13 18:30:35,,0,32538bbc-882e-4588-b54b-4e9a0afab760
Prima Rachman,5,ok,2025-09-13 17:57:00,,0,3ad3ecbf-2de4-416b-b83b-b3fabd84633e
Adly Putra,1,eror muluu gajelass akhir2 ini klo bukan krena ada film yg lgi on going ogah dah gmna ni perbaikan nya min eror 5.10,2025-09-13 16:57:59,,1,1b2de707-846d-4230-b914-57226e618f08
Alle Ira,3,nge lag mlu,2025-09-13 15:09:35,,1,6f336de7-0fa7-450d-be1c-23a02de8f403
Rosembrina Simanjuntak,1,"udah top up malah ga bisa nonton. vidionya spt kaset rusakkk macet"". tidak layak. segera perbaiki. mau brp lama spt ini",2025-09-13 14:09:08,,1,d69ed580-5803-4931-bb74-d01598c4652b
Atok Suprapto,1,Netflix tolol kata nyaa mudah tapi di persulit,2025-09-13 14:08:24,,1,c51b3f5f-d3b8-44d6-b446-f370e6c1f0a3
Yusri Yusri,1,saya tidak bisa masuk dengan menggunakan akun email saya.. entah apa penyebabnya,2025-09-13 13:14:22,,1,6bb6ff71-b584-4e38-86c9-1884478c0c7d
Alzhri,2,memuat doang padahal sinyal 5g,2025-09-13 12:49:07,,2,672a6128-2ac2-432f-b301-04f1081442b0
Dodiet Haryanto,5,bagus banget Netflix nya terus biasa nya di tv ada KPop demon hunters terbuat dari Netflix dan pas aku lihat foto foto orang dan ternyata ada sebuah film KPop demon hunters tapi tidak bisa nonton film itu mendingan saya nonton di tv dan rupa nya film itu ada di bioskop aku nonton situ bagus nyo,2025-09-13 12:07:45,,0,c112399d-2890-4641-8e63-03199df4e182
WILLA EDREA,1,"apk gajelas , susah bgt login nya (klo bisa gue kasih bintang 0)",2025-09-13 08:22:22,,1,948a26cd-5287-41ca-8328-ab5b7b50e665
tokeh cang,5,bagus,2025-09-13 07:55:48,,0,abd94c98-917b-4407-a36b-aba3ec9134b2
Ryn T_Tnoob,5,"I really like this application, I often watch movies using this application with my family.",2025-09-13 07:18:30,,0,a6086f5f-f296-41e9-93c6-18d4e00fff4e
Rahmah Yasmin Toyibah,1,"saya gak bisa login mulu, padahal udah reset katasandi tapi masih sama gabisa",2025-09-13 06:56:49,,1,3e5ac10f-ff16-4052-8771-44a8fa7a63c9
Nurul Nurul,5,loading mulu,2025-09-13 06:02:15,,0,56e53864-33d8-4686-9835-5bac7a9c395e
Onci Manis,1,Aplikasi tidak jelas😡,2025-09-13 05:42:51,,1,9e52e466-cfbe-438b-9df4-ec351fcf9253
Halis Khalishah,1,RIBET BGT BIKIN AKUNNYA. mau nyusahin orang lewat apk kah? stress,2025-09-13 05:25:16,,1,75610a36-526c-4a86-9654-8063b3d7519e
Ochy Ochy zeinna acaya,1,"semua email yang di daftar kan ga valid,jelas² itu email di pake",2025-09-13 03:42:11,,2,7ba48de8-8861-4f8e-a31b-1b9ca765acad
nicholas paschalis,1,"Aplikasi bagus, cuma pembayaran akan otomatis, dan itu cukup membuat saya terhambat ketika top up",2025-09-13 02:52:17,,1,f9fbfb5b-c92f-48e0-a7a0-e9d823eae8ce
Mahatir Muhammad,1,mau nonton aja ribet anjir harus daftar,2025-09-12 18:00:37,,1,e88e01a7-d200-4967-86bd-bfdb9c42d607
Hasan Kamil,5,terima kasih sungguh memuaskan,2025-09-12 16:48:02,,1,cc65ec6e-db9b-4bc3-b55c-1e582189c6dc
Didit Didit,5,good,2025-09-12 16:34:09,,0,3c63ac39-081d-4d99-8079-62be23c17352
ikoo.,1,"padahal sebelumnya ga pernah samsek pake vpn, tapi kenapa ada peringatan anda menggunakan vpn. pdhl GAPAKE SAMA SEKALI, udh di tes jg hasilnya ttp sama. alhasil hrs uninstall abistu reinstall. RESOLUSI NYA JG SERING NGEDROP, padahal jaringan bagus",2025-09-12 16:09:57,,5,1a141ecd-cb77-439e-bd64-40a119658d2d
Meung Xi,2,netflix sebenrnya sangat bagus bila nonton di laptop kualitas videonya sangat bagus tp bila nonton di HP sangat gelap itu kenapa ya heran udh diperbarui tetep aja gelap gulita videonya,2025-09-12 14:44:55,,0,b0a4879c-d62f-478c-8fa4-6c9595fce5f0
Mama Robert,3,"Sebelumnya tdk ada masalah. Tapi baru² ini ketika play video di hp selalu saja buffering, sama sekali tdk bisa putar..tapi di tv normal saja. Udh hapus chace di hp sampai update tetap aja buffering. Mau pakai Wi Fi atau kuota tetap aja buffering mulu tdk bisa putar sama sekali",2025-09-12 14:15:11,,14,7bd5e0eb-70a6-4f74-9a57-2d1d2cdc1bcc
Faesal Abror,2,loginya susah,2025-09-12 13:17:23,,0,1da299e9-db4f-4907-b19d-ac555d463f62
